Book-Title,Book-Author,Publisher
"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",Paul Lukas,Three Rivers Press (CA)
The Tao of Physics,FRITJOF CAPRA,Shambhala
All in the family: A cultural history of family life,Suanne Kelman,Viking
Nobrow: The Culture of Marketing-The Marketing of Culture,John Seabrook,Alfred A. Knopf
The Pursuit of Pleasure (Pursuit of Pleasure),Lionel Tiger,"Little Brown &amp, Co"
We want some too: Underground desire and the reinvention of mass culture,Hal Niedzviecki,Penguin Putnam
Denial of Death,Ernest Becker,MacMillan Publishing Company.
Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,Woody Allen,Grove Press
The Melancholy Death of Oyster Boy : and Other Stories,Tim Burton,HarperEntertainment
"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Steve Moss,Running Press Book Publishers
Scent of Dried Roses,Tim Lott,Penguin Putnam~trade
Double Indemnity (Vintage Crime/Black Lizard),James M. Cain,Vintage
The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,Vintage
An Underachiever's Diary,Benjamin Anastas,Perennial
Blindness (Harvest Book),Jose Saramago,Harvest Books
The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,Bantam
Generation X: Tales for an Accelerated Culture,Douglas Coupland,St. Martin's Press
The Beach,Alex Garland,Riverhead Books
The Fuck Up,Arthur Nersesian,MTV
Thumbsucker,Walter Kirn,Anchor Books/Doubleday
Fever Pitch,Nick Hornby,Riverhead Books
High Fidelity,Nick Hornby,Riverhead Books
Sea Glass: A Novel,Anita Shreve,"Little, Brown"
Range of Motion,Elizabeth Berg,Jove Books
"After Anne (Henke, Roxanne, Coming Home to Brewster, 1.)",Roxanne Henke,Harvest House Publishers
The Last to Know,Wendy Corsi Staub,Pinnacle Books
The Worst-Case Scenario Survival Handbook,Joshua Piven,Chronicle Books
Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.),Hugh Ross Williamson,Penguin Books
Felinestein : Pampering the Genius in Your Cat,Cindy Ribarich,HarperResource
Net Slaves: True Tales of Working the Web,Bill Lessard,McGraw-Hill Trade
NEVERMORE,Harold Schechter,Atria
The Keys of Egypt: The Race to Crack the Hieroglyph Code,Lesley Adkins,Perennial
The Erotomaniac: The Secret Life of Henry Spencer Ashbee,Ian Gibson,Da Capo Press
A Cabinet of Medical Curiosities,Jan Bondeson,"W.W. Norton &amp, Company"
"Free Software, Free Society: Selected Essays of Richard M. Stallman",Richard M. Stallman,Free Software Foundation
Essential XUL Programming,Vaughn Bullard,Wiley
"A Secret History : The Book Of Ash, #1 (Book of Ash)",Mary Gentle,Eos
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books
Exim: The Mail Transfer Agent,Philip Hazel,O'Reilly
Introduction to Functional Programming (2nd Edition),Bird,Pearson Education
"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,HarperCollins
The Things They Carried,TIM O'BRIEN,Broadway
Fantastic Archaeology: The Wild Side of North American Prehistory,Stephen Williams,University of Pennsylvania Press
Dr. Bowdler's Legacy: A History of Expurgated Books in England and America,Noel Perrin,David R. Godine Publisher
The Best American Science and Nature Writing 2002 (The Best American (TM)),Natalie Angier,Mariner Books
A Monstrous Regiment of Women,Laurie R. King,St Martins Pr
The Future of Ideas: The Fate of the Commons in a Connected World,Lawrence Lessig,Vintage Books USA
Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,Random House Trade
Star Trek Memories,William Shatner,HarperTorch
Mike Nelson's Death Rat! : A Novel,Michael J. Nelson,Perennial Currents
Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,STEPHEN KENDRICK,Pantheon
Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),Larry Millett,Viking Books
Coraline,Neil Gaiman,HarperCollins
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Ace Books
Nigger - The Strange Career of a Troublesome Word,Randall Kennedy,Pantheon Books
"My 1,000 Americans: A Year-Long Journey through the Personals",Rochelle Morton,Three Rivers Press (CA)
Best of Temp Slave,Jeff Kelly,Garrett County Press
Bodies in Motion and at Rest: On Metaphor and Mortality,Thomas Lynch,"W.W. Norton &amp, Company"
None but a blockhead: On being a writer,Larry L King,Viking Penguin
"The Napoleon of Crime : The Life and Times of Adam Worth, Master Thief",BEN MACINTYRE,Delta
A Mind of Its Own: A Cultural History of the Penis,David M. Friedman,Free Press
Great Moments in Sex,Cheryl Rilly,Three Rivers Press (CA)
Terminator 3: Rise of the Machines,David Hagberg,Tor Books
Don Juan McQueen,Eugenia Price,Berkley Publishing Group
La Sombra Del Viento/The Shadow Of The Wind,Carlos Ruiz Zafon,Planeta Pub Corp
Croce e delizia (I Libri di Luciano De Crescenzo),Luciano De Crescenzo,A. Mondadori
Western Civilizations,Edward McNall Burns,"W.W. Norton &amp, Company Ltd"
Information Systems: A Management Perspective,Steven Alter,Addison-Wesley Pub Co
Pour en finir avec le travail,Xavier Patier,La Table ronde
Eloge de la fessÃ?Â©e,Jacques Serguine,Gallimard
Der MÃ?Â¶rder mit der Strumpfhose. Kommissar Schneider wird zum Elch.,Helge Schneider,"Kiepenheuer &amp, Witsch"
Long After Midnight,IRIS JOHANSEN,Bantam
Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,ACE Charter
Listeners,Christopher Pike,Tor Books (Mm)
Salammbo (World Classics),Gustave Flaubert,Brooking International
The Diaries of Adam and Eve,Mark Twain,Fair Oaks Press
The Diaries of Adam and Eve (Literary Classics),Mark Twain,Prometheus Books
Fire on the Mountain,Anita Desai,Penguin USA
Alone in the Australian Outback,Gladys Taylor,Deadwood Pub Ltd
Box Socials,W. P. Kinsella,Ballantine Books
Golf Hall of Shame-12 Copy Prepak,Bruce Nash,Pocket Books
User Unfriendly,Vivian Vandevelde,Harcourt Childrens Books
Rl's Dream: A Novel,Walter Mosley,"W. W. Norton &amp, Company"
Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,"McClelland &amp, Stewart"
The Map That Changed the World : William Smith and the Birth of Modern Geology,Simon Winchester,Perennial
Metamorphoses and Other Stories,Franz Kafka,Dorset Press
The Arabian Nights: More Marvels and Wonders of the Thousand and One Nights,Jack David Zipes,Signet Classics
Arabian Nights: The Marvels and Wonders of the Thousand and One Nights,Jack Zipes,Signet Classics
"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,Spectra Books
"A Clash of Kings (A Song of Fire and Ice, Book 2)",George R. R. Martin,Spectra Books
"A Storm of Swords (A Song of Ice and Fire, Book 3)",GEORGE R.R. MARTIN,Spectra
Skin,Kathe Koja,Dell Publishing Company
There's No Toilet Paper on the Road Less Traveled: The Best of Travel Humor and Misadventure (Travelers' Tales Guides),Doug Lansky,Travelers' Tales Guides
Message des hommes vrais au monde mutant,Marlo Morgan,J'ai lu
Privileged Information,Stephen White,Kensington Pub Corp
Till We Meet Again,Judith Krantz,Bantam Books
Sea Devil,Richard Henrick,Kensington Pub Corp (Mm)
Scents,Johanna Kingsley,Bantam Books
Disclosure,Michael Crichton,Ballantine Books
Firefox Down,Craig Thomas,Bantam Doubleday Dell
And Then There Were None : A Novel,Agatha Christie,St. Martin's Paperbacks
The Idiot Girls' Action Adventure Club,Laurie Notaro,Villard Books
Answer As a Man,Taylor Caldwell,Ballantine Books
ALL MY FRIENDS ARE GOING TO BE STRANGERS (Touchstone Book),Larry McMurtry,"Simon &amp, Schuster"
POSTCARDS,Annie Proulx,Scribner
The First Time,Joy Fielding,Pocket Star
Plantation: A Lowcountry Tale,Dorothea Benton Frank,Jove Books
God Is No Laughing Matter: Observations and Objections on the Spiritual Path,Julia Cameron,Jeremy P. Tarcher
Living on the Borders: What the Church Can Learn from Ethnic Immigrant Cultures,Mark Griffin,Brazos Press
Pilgrim Souls : A Collection of Spiritual Autobiography,Elizabeth Powers,Touchstone
All You Really Need to Know about Prayer You Can Learn from the Poor,Louise Perrotta,Servant Publications
The Red Hat Society(TM) : Fun and Friendship After Fifty,Sue Ellen Cooper,Warner Books
Wild Man's Journey: Reflections on Male Spirituality,Richard Rohr,Saint Anthony Messenger Press and Franciscan
The Autobiography of My Mother,Jamaica Kincaid,Plume Books
The Half-a-Moon Inn,Paul Fleischman,HarperTrophy
Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,Anchor
Criminals,Margot Livesey,Penguin Books
My Sister's Bones,CATHI HANAUER,Dell
My Sisters Keeper: Learning to Cope With a Sibling's Mental Illness,Margaret Moorman,"W W Norton &amp, Co Inc"
Brick Lane : A Novel,Monica Ali,Scribner
The First Time,Joy Fielding,Atria
"The Art of Mending : A Novel (Berg, Elizabeth)",ELIZABETH BERG,Random House
Sister Noon,Karen Joy Fowler,Plume Books
Grand Avenue,Joy Fielding,Pocket Star
Three Weeks with My Brother,Micah Sparks,Warner Books
Good Grief : A Novel,Lolly Winston,Warner Books
Rapture,SUSAN MINOT,Knopf
Daddy's Girl,Charlotte Vale Allen,Island Nation Press
Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy,Pocket
The Book of Embraces,Eduardo H. Galeano,"W W Norton &amp, Co Inc"
A Safe Place to Die,Janice Law,St Martins Pr
My Soul to Keep,Judith Hawkes,Signet Book
Go Ask Alice (Avon/Flare Book),James Jennings,Avon Books
The Vital Illusion,Jean Baudrillard,Columbia University Press
More Scary Stories To Tell In The Dark,Alvin Schwartz,HarperTrophy
Smack,Melvin Burgess,HarperTempest
Conversations With God : An Uncommon Dialogue (Book 2),Neale Donald Walsch,Hampton Roads Publishing Company
Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,Putnam Publishing Group
Waiting,Ha Jin,Pantheon Books
The Death of Vishnu: A Novel,Manil Suri,Perennial
The End of the Pier,Martha Grimes,Random House Inc
Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,Knopf
The River Beyond the World,Janet Peery,Picador USA
The Corrections,Jonathan Franzen,"Farrar Straus &amp, Giroux"
The Kitchen Boy,Robert Alexander,Viking Books
Finding Fish: A Memoir,Antwone Quenton Fisher,"William Morrow &amp, Company"
Brighten the Corner Where You Are,Fred Chappell,St Martins Pr
Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,Knopf
When My Sister Was Cleopatra Moon,Frances Park,Miramax
Talk Before Sleep,Elizabeth Berg,Dell
The Women on the Porch (Southern Classics Series),Caroline Gordon,J. S. Sanders and Company
Affliction,Russell Banks,Perennial
Range of Motion,Elizabeth Berg,Random House Inc
The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,MacAdam/Cage Publishing
Little Altars Everywhere,Rebecca Wells,HarperTorch
"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,Bantam
"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Del Rey
Creed for the Third Millennium,Colleen McCullough,Avon
Murder Of Muriel Lake,Shannon O'Cork,Worldwide Library
Heir to Betrayal,Larry Kirk,Publishamerica
"The Amazing Adventures of Kavalier &amp, Clay: A Novel",Michael Chabon,Random House
Scarfe Land,Gerald Scarfe,Hamish Hamilton
The If... Files,Steve Bell,Methuen Publishing Ltd
Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures,Steve Bell,Methuen Publishing Ltd
Turn over a New Leaf: Green Cartoons for Care,Mark Bryant,Stylus Pub Llc
War and Peace,Toni Goffe,Child's Play International Ltd
"The True Confessions of Adrian Albert Mole, Margaret Hilda Roberts and Susan Lilian Townsend",Sue Townsend,Methuen Publishing Ltd
Dinosaur Roar!: Board Book,Henrietta Stickland,Ragged Bears
Regime Unchanged,Milan Rai,PLUTO PRESS
Rings of Saturn,W G Sebald,Havill Pr
The Jungle Book (Puffin Classics),Rudyard Kipling,Penguin USA
Desserts (Merehurst Cookery),Mandy Wagstaff,Murdoch Books UK
The Continuum Concept: In Search of Happiness Lost (Classics in Human Development),Jean Liedloff,Addison Wesley Publishing Company
Great Apes,Will Self,Pub Group West
Travels With My Aunt (Twentieth Century Classics),Graham Greene,Penguin Books
Mr Phillips,John Lanchester,Penguin Books
Lie Down With Lions,Ken Follett,New Amer Library (Mm)
Art of Peace (Shambhala Pocket Classics),JOHN STEVENS,Shambhala
The Legend of Bagger Vance,Steven Pressfield,HarperTorch
"Teenage Mutant Ninja Turtles: Lean, Green and on the Screen",B.B. Hillier,Random House Children's Books (A Division of Random House Group)
Birds of America,Lorrie Moore,Faber Faber Inc
The Outside Man,Richard North Patterson,Ballantine Books
Paper Money,Ken Follett,Signet Book
Jailbird,Kurt Vonnegut,Dell Publishing Company
The Matarese Countdown,Robert Ludlum,Bantam Books
The Scarlet Ruse,John D. MacDonald,Fawcett Books
"Mostly Harmless (Hitchhiker's Trilogy, No 5)",Douglas Adams,Ballantine Books
The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,Multnomah
Out of the Dust (Apple Signature Edition),Karen Hesse,Scholastic
Lambs of God,Marlene Day,Riverhead Books
The Listmaker,Robin Klein,Viking Books
The Name of the Rose,Umberto Eco,Harcourt
It,Stephen King,Viking Books
How to Visit a Museum,David Finn,Harry N Abrams
Homeschooling: The Teen Years : Your Complete Guide to Successfully Homeschooling the 13- To 18-Year Old (Prima Home Learning Library),Cafi Cohen,Prima Lifestyles
The Successful Homeschool Family Handbook,Raymond S. Moore,Nelson Books
"Dreamers, Discoverers and Dynamos : How to Help the Child Who Is Bright, Bored and Having Problems in School",Lucy Jo Palladino,Ballantine Books
How Stella Got Her Groove Back,Terry McMillan,Signet Book
Homeschoolers' Success Stories : 15 Adults and 12 Young People Share the Impact That Homeschooling Has Made on Their Lives,Linda Dobson,Prima Lifestyles
The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books
Reckless Abandon,Stuart Woods,Putnam Publishing Group
A Death in Vienna,Daniel Silva,Putnam Publishing Group
The First Law,John T. Lescroart,Signet Book
The English Assassin,Daniel Silva,G. P. Putnam's Sons
"River of Blue Fire (Otherland, Volume 2)",Tad Williams,Daw Books
Crocodile on the Sandbank,Elizabeth Peters,Warner Books
"MONSTERS AND MAGICIANS (Stairway to Forever, Bk 2)",Robert Adams,Baen
Hard Sell,Piers Anthony,Ace Books
The Great War: Walk in Hell,Harry Turtledove,Del Rey Books
How Few Remain,Harry Turtledove,Del Rey Books
Fatherland,Robert Harris,HarperTorch
"The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback))",MARGARET WEIS,Bantam
The Man Who Fell to Earth (Del Rey Impact),WALTER TEVIS,Del Rey
Into the Labyrinth (Death Gate Cycle (Paperback)),MARGARET WEIS,Spectra
"Dragon Wing (The Death Gate Cycle, Book 1)",Margaret Weis,Bantam
Blade Runner,Philip K. Dick,Del Rey Books
"In the Balance (Worldwar Series, Volume 1)",Harry Turtledove,Ballantine Books
"Tilting the Balance (Worldwar Series, Volume 2)",Harry Turtledove,Ballantine Books
"Upsetting the Balance (Worldwar Series, Volume 3)",Harry Turtledove,Ballantine Books
"Striking the Balance (Worldwar Series, Volume 4)",Harry Turtledove,Ballantine Books
STAIRWAY TO FOREVE,Robert Adams,Baen
BK DUN COW,Walter Wangerin,Pocket
The Zap Gun,Philip K. Dick,"Carroll &amp, Graf Publishers"
Rebekah (Women of Genesis),Orson Scott Card,Forge Books
Phthor,Piers Anthony,Ace Books
The Guns of the South: A Novel of the Civil War,Harry Turtledove,Del Rey Books
A Town Like Alice,Nevil Shute,Ballantine Books
Franklin Delano Roosevelt: Champion of Freedom,Conrad Black,PublicAffairs
Dr. Bloodmoney,Philip K. Dick,Pub Group West
The Island of Doctor Moreau (Everyman Paperback Classics),Brian Aldiss,Everymans Library
The Sirens of Titan,Kurt Vonnegut,Delta Trade Paperbacks
Man in a High Castle,Philip K. Dick,Berkley Publishing Group
Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,Del Rey Books
Sword of Shannara,Terry Brooks,Del Rey Books
On a Pale Horse,Piers Anthony,Ballantine Books
Man Who Fell to Earth,Walter Tevis,Avon
Firestarter,Stephen King,Signet Book
Castle Roogna,Piers Anthony,Ballantine Books
Night Shift/Children of Corn,Stephen King,Signet Book
The Source of Magic,Anthony,Del Rey Books
The Ice Master : The Doomed 1913 Voyage of the Karluk,Jennifer Niven,Hyperion
The Vendetta Defense,Lisa Scottoline,HarperTorch
Pandemonium,Christopher Fowler,Ediciones B
El Testamento,John Grisham,Ediciones B
Downsize This! Random Threats from an Unarmed American,Michael Moore,Perennial
"Dude, Where's My Country?",Michael Moore,Warner Books
A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition,STEPHEN HAWKING,Bantam
The Penguin Book of Twentieth Century Speeches,Brian Macarthur,Penguin Books
Diablo #1: Legacy of Blood,Richard A. Knaak,Star Trek
Stupid White Men : ...And Other Sorry Excuses for the State of the Nation!,Michael Moore,Regan Books
The Commanding Heights : The Battle for the World Economy,Daniel Yergin,Free Press
Inside-Outside Book of New York City,Herman Wouk,Avon Books
Les Miserables (Enriched Classics),Victor Hugo,Pocket
Animal Farm,George Orwell,Signet Book
Scales of Justice (Return of the Dragon Fanuilh),Daniel Hood,Ace Books
Der Steppenwolf,Hermann Hesse,Distribooks Int'l+inc
Das Schwarze Auge 50. Gassengeschichten. FÃ?Â¼nfzigster Band aus der aventurischen Spielewelt.,Ulrich Kiesow,Heyne
Wintermond. Unheimlicher Roman.,Dean Koontz,LÃ?Â¼bbe
FlÃ?Â¼stern in der Nacht.,Dean Koontz,Heyne
Die zweite Haut.,Dean Koontz,Heyne
Tick Tock,Dean R. Koontz,Bantam Books
The Coming,Joe Haldeman,Ace Books
The Chronoliths,Robert Charles Wilson,Tor Books
A Second Chance at Eden,Peter F. Hamilton,Aspect
The Fist of God,Frederick Forsyth,Bantam Books
Lord/Hi Cliff Manor (Gothic Romances),Irene M. Pascoe,Harlequin
Gossip Times Three,Amy Goldman Koss,Dial Books
Cavedweller,Dorothy Allison,Dutton Books
Lord of the Isles (Lord of the Isles),David Drake,Tor Fantasy
"Jane and the Wandering Eye: Being the Third Jane Austen Mystery (Jane Austen Mystery/Stephanie Barron, 3)",Stephanie Barron,Bantam Books
